'Elapsed time','V5'
8.656,-0.165
8.658,-0.160
8.661,-0.155
8.664,-0.145
8.667,-0.135
8.669,-0.150
8.672,-0.165
8.675,-0.170
8.678,-0.150
8.681,-0.145
8.683,-0.145
8.686,-0.145
8.689,-0.160
8.692,-0.170
8.694,-0.170
8.697,-0.155
8.700,-0.135
8.703,-0.145
8.706,-0.155
8.708,-0.165
8.711,-0.180
8.714,-0.165
8.717,-0.150
8.719,-0.160
8.722,-0.150
8.725,-0.170
8.728,-0.175
8.731,-0.165
8.733,-0.155
8.736,-0.165
8.739,-0.175
8.742,-0.180
8.744,-0.175
8.747,-0.165
8.750,-0.160
8.753,-0.165
8.756,-0.185
8.758,-0.195
8.761,-0.185
8.764,-0.185
8.767,-0.170
8.769,-0.175
8.772,-0.170
8.775,-0.185
8.778,-0.180
8.781,-0.185
8.783,-0.180
8.786,-0.175
8.789,-0.185
8.792,-0.190
8.794,-0.185
8.797,-0.170
8.800,-0.160
8.803,-0.185
8.806,-0.185
8.808,-0.190
8.811,-0.200
8.814,-0.195
8.817,-0.165
8.819,-0.175
8.822,-0.180
8.825,-0.190
8.828,-0.195
8.831,-0.190
8.833,-0.160
8.836,-0.175
8.839,-0.165
8.842,-0.185
8.844,-0.180
8.847,-0.180
8.850,-0.155
8.853,-0.170
8.856,-0.180
8.858,-0.180
8.861,-0.185
8.864,-0.165
8.867,-0.150
8.869,-0.160
8.872,-0.165
8.875,-0.180
8.878,-0.180
8.881,-0.165
8.883,-0.150
8.886,-0.155
8.889,-0.155
8.892,-0.170
8.894,-0.175
8.897,-0.165
8.900,-0.155
8.903,-0.150
8.906,-0.155
8.908,-0.165
8.911,-0.165
8.914,-0.160
8.917,-0.160
8.919,-0.165
8.922,-0.170
8.925,-0.175
8.928,-0.160
8.931,-0.135
8.933,-0.140
8.936,-0.145
8.939,-0.140
8.942,-0.145
8.944,-0.135
8.947,-0.125
8.950,-0.115
8.953,-0.115
8.956,-0.125
8.958,-0.130
8.961,-0.105
8.964,-0.095
8.967,-0.095
8.969,-0.095
8.972,-0.095
8.975,-0.095
8.978,-0.115
8.981,-0.120
8.983,-0.120
8.986,-0.130
8.989,-0.135
8.992,-0.125
8.994,-0.140
8.997,-0.135
9.000,-0.120
9.003,-0.150
9.006,-0.150
9.008,-0.155
9.011,-0.160
9.014,-0.145
9.017,-0.140
9.019,-0.145
9.022,-0.145
9.025,-0.160
9.028,-0.165
9.031,-0.155
9.033,-0.145
9.036,-0.155
9.039,-0.155
9.042,-0.170
9.044,-0.165
9.047,-0.160
9.050,-0.155
9.053,-0.160
9.056,-0.170
9.058,-0.170
9.061,-0.165
9.064,-0.165
9.067,-0.145
9.069,-0.170
9.072,-0.190
9.075,-0.225
9.078,-0.250
9.081,-0.270
9.083,-0.280
9.086,-0.305
9.089,-0.290
9.092,-0.200
9.094,-0.075
9.097,0.040
9.100,0.135
9.103,0.215
9.106,0.320
9.108,0.435
9.111,0.540
9.114,0.580
9.117,0.465
9.119,0.145
9.122,-0.155
9.125,-0.285
9.128,-0.250
9.131,-0.200
9.133,-0.180
9.136,-0.190
9.139,-0.190
9.142,-0.185
9.144,-0.195
9.147,-0.185
9.150,-0.175
9.153,-0.190
9.156,-0.195
9.158,-0.205
9.161,-0.205
9.164,-0.185
9.167,-0.165
9.169,-0.185
9.172,-0.190
9.175,-0.210
9.178,-0.210
9.181,-0.200
9.183,-0.190
9.186,-0.185
9.189,-0.195
9.192,-0.210
9.194,-0.210
9.197,-0.190
9.200,-0.180
9.203,-0.190
9.206,-0.195
9.208,-0.215
9.211,-0.215
9.214,-0.195
9.217,-0.185
9.219,-0.180
9.222,-0.185
9.225,-0.200
9.228,-0.205
9.231,-0.190
9.233,-0.180
9.236,-0.185
9.239,-0.195
9.242,-0.195
9.244,-0.195
9.247,-0.190
9.250,-0.185
9.253,-0.195
9.256,-0.195
9.258,-0.205
9.261,-0.200
9.264,-0.190
9.267,-0.185
9.269,-0.195
9.272,-0.210
9.275,-0.215
9.278,-0.215
9.281,-0.205
9.283,-0.190
9.286,-0.190
9.289,-0.205
9.292,-0.220
9.294,-0.215
9.297,-0.205
9.300,-0.210
9.303,-0.220
9.306,-0.230
9.308,-0.240
9.311,-0.255
9.314,-0.240
9.317,-0.225
9.319,-0.230
9.322,-0.250
9.325,-0.250
9.328,-0.260
9.331,-0.260
9.333,-0.255
9.336,-0.260
9.339,-0.285
9.342,-0.295
9.344,-0.300
9.347,-0.285
9.350,-0.280
9.353,-0.290
9.356,-0.305
9.358,-0.315
9.361,-0.320
9.364,-0.310
9.367,-0.305
9.369,-0.310
9.372,-0.320
9.375,-0.325
9.378,-0.335
9.381,-0.320
9.383,-0.300
9.386,-0.300
9.389,-0.300
9.392,-0.285
9.394,-0.280
9.397,-0.260
9.400,-0.240
9.403,-0.235
9.406,-0.225
9.408,-0.230
9.411,-0.225
9.414,-0.190
9.417,-0.180
9.419,-0.185
9.422,-0.180
9.425,-0.195
9.428,-0.180
9.431,-0.170
9.433,-0.160
9.436,-0.170
9.439,-0.170
9.442,-0.180
9.444,-0.180
9.447,-0.170
9.450,-0.155
9.453,-0.155
9.456,-0.160
9.458,-0.180
9.461,-0.175
9.464,-0.165
9.467,-0.160
9.469,-0.170
9.472,-0.175
9.475,-0.190
9.478,-0.190
9.481,-0.175
9.483,-0.165
9.486,-0.175
9.489,-0.180
9.492,-0.185
9.494,-0.185
9.497,-0.185
9.500,-0.165
9.503,-0.185
9.506,-0.185
9.508,-0.205
9.511,-0.210
9.514,-0.195
9.517,-0.170
9.519,-0.180
9.522,-0.185
9.525,-0.190
9.528,-0.200
9.531,-0.200
9.533,-0.195
9.536,-0.200
9.539,-0.205
9.542,-0.210
9.544,-0.215
9.547,-0.205
9.550,-0.205
9.553,-0.220
9.556,-0.215
9.558,-0.225
9.561,-0.215
9.564,-0.210
9.567,-0.190
9.569,-0.205
9.572,-0.215
9.575,-0.220
9.578,-0.225
9.581,-0.210
9.583,-0.200
9.586,-0.205
9.589,-0.215
9.592,-0.220
9.594,-0.225
9.597,-0.215
9.600,-0.205
9.603,-0.195
9.606,-0.215
9.608,-0.230
9.611,-0.235
9.614,-0.220
9.617,-0.205
9.619,-0.220
9.622,-0.230
9.625,-0.240
9.628,-0.235
9.631,-0.215
9.633,-0.210
9.636,-0.205
9.639,-0.205
9.642,-0.210
9.644,-0.215
9.647,-0.220
9.650,-0.205
9.653,-0.220
9.656,-0.230
9.658,-0.225
9.661,-0.225
9.664,-0.195
9.667,-0.195
9.669,-0.220
9.672,-0.230
9.675,-0.250
9.678,-0.240
9.681,-0.225
9.683,-0.210
9.686,-0.210
9.689,-0.230
9.692,-0.235
9.694,-0.240
9.697,-0.210
9.700,-0.195
9.703,-0.195
9.706,-0.190
9.708,-0.200
9.711,-0.195
9.714,-0.180
9.717,-0.180
9.719,-0.190
9.722,-0.190
9.725,-0.180
9.728,-0.185
9.731,-0.165
9.733,-0.165
9.736,-0.175
9.739,-0.185
9.742,-0.200
9.744,-0.195
9.747,-0.185
9.750,-0.180
9.753,-0.195
9.756,-0.195
9.758,-0.215
9.761,-0.200
9.764,-0.210
9.767,-0.195
9.769,-0.225
9.772,-0.235
9.775,-0.245
9.778,-0.245
9.781,-0.220
9.783,-0.230
9.786,-0.220
9.789,-0.225
9.792,-0.240
9.794,-0.225
9.797,-0.210
9.800,-0.220
9.803,-0.230
9.806,-0.230
9.808,-0.240
9.811,-0.245
9.814,-0.245
9.817,-0.240
9.819,-0.235
9.822,-0.240
9.825,-0.255
9.828,-0.255
9.831,-0.250
9.833,-0.230
9.836,-0.240
9.839,-0.250
9.842,-0.265
9.844,-0.290
9.847,-0.310
9.850,-0.305
9.853,-0.335
9.856,-0.355
9.858,-0.335
9.861,-0.270
9.864,-0.160
9.867,-0.050
9.869,0.010
9.872,0.065
9.875,0.135
9.878,0.240
9.881,0.355
9.883,0.395
9.886,0.255
9.889,-0.015
9.892,-0.295
9.894,-0.405
9.897,-0.390
9.900,-0.340
9.903,-0.305
9.906,-0.310
9.908,-0.295
9.911,-0.295
9.914,-0.280
9.917,-0.270
9.919,-0.265
9.922,-0.285
9.925,-0.290
9.928,-0.290
9.931,-0.290
9.933,-0.285
9.936,-0.290
9.939,-0.290
9.942,-0.285
9.944,-0.285
9.947,-0.285
9.950,-0.265
9.953,-0.265
9.956,-0.275
9.958,-0.285
9.961,-0.280
9.964,-0.270
9.967,-0.270
9.969,-0.275
9.972,-0.270
9.975,-0.285
9.978,-0.300
9.981,-0.280
9.983,-0.275
9.986,-0.285
9.989,-0.285
9.992,-0.295
9.994,-0.290
9.997,-0.285
